resource_type,key,plural_variable,plural_category,comment,english_value,locale,current_value,status,reviewer_notes
strings,write.stage.advanceTo,,,,Advance to %@,tr,%@'ye ilerle,draft-translation,
strings,write.stage.advanceTo,,,,Advance to %@,uk,Перейти до %@,draft-translation,
strings,write.stage.advanceTo,,,,Advance to %@,vi,Chuyển tới %@,draft-translation,
stringsdict,recurrence.interval.compact,days,one,,Every %dd,en,Every %dd,english-source,
stringsdict,recurrence.interval.compact,days,one,,Every %dd,ar,كل %dي,draft-translation,
stringsdict,recurrence.interval.compact,days,one,,Every %dd,nl,Elke %dd,draft-translation,
stringsdict,recurrence.interval.compact,days,one,,Every %dd,fr,Tous les %dj,draft-translation,
stringsdict,recurrence.interval.compact,days,one,,Every %dd,de,Alle %dT,draft-translation,
stringsdict,recurrence.interval.compact,days,one,,Every %dd,it,Ogni %dg,draft-translation,
stringsdict,recurrence.interval.compact,days,one,,Every %dd,ja,%d日ごと,draft-translation,
stringsdict,recurrence.interval.compact,days,one,,Every %dd,ko,%d일,draft-translation,
stringsdict,recurrence.interval.compact,days,one,,Every %dd,nb,Hver %dd,draft-translation,
stringsdict,recurrence.interval.compact,days,one,,Every %dd,pt,A cada %dd,draft-translation,
stringsdict,recurrence.interval.compact,days,one,,Every %dd,pt-BR,A cada %dd,draft-translation,
stringsdict,recurrence.interval.compact,days,one,,Every %dd,ru,Каждые %dд,draft-translation,
stringsdict,recurrence.interval.compact,days,one,,Every %dd,es,Cada %dd,draft-translation,
stringsdict,recurrence.interval.compact,days,one,,Every %dd,sv,Var %dd,draft-translation,
stringsdict,recurrence.interval.compact,days,one,,Every %dd,zh-Hans,每 %d 天,draft-translation,
stringsdict,recurrence.interval.compact,days,one,,Every %dd,zh-Hant,每 %d 天,draft-translation,
stringsdict,recurrence.interval.compact,days,one,,Every %dd,tr,%dg,draft-translation,
stringsdict,recurrence.interval.compact,days,one,,Every %dd,uk,Кожні %dд,draft-translation,
stringsdict,recurrence.interval.compact,days,one,,Every %dd,vi,Mỗi %dn,draft-translation,
stringsdict,recurrence.interval.compact,days,other,,Every %dd,en,Every %dd,english-source,
stringsdict,recurrence.interval.compact,days,other,,Every %dd,ar,كل %dي,draft-translation,
stringsdict,recurrence.interval.compact,days,other,,Every %dd,nl,Elke %dd,draft-translation,
stringsdict,recurrence.interval.compact,days,other,,Every %dd,fr,Tous les %dj,draft-translation,
stringsdict,recurrence.interval.compact,days,other,,Every %dd,de,Alle %dT,draft-translation,
stringsdict,recurrence.interval.compact,days,other,,Every %dd,it,Ogni %dg,draft-translation,
stringsdict,recurrence.interval.compact,days,other,,Every %dd,ja,%d日ごと,draft-translation,
stringsdict,recurrence.interval.compact,days,other,,Every %dd,ko,%d일,draft-translation,
stringsdict,recurrence.interval.compact,days,other,,Every %dd,nb,Hver %dd,draft-translation,
stringsdict,recurrence.interval.compact,days,other,,Every %dd,pt,A cada %dd,draft-translation,
stringsdict,recurrence.interval.compact,days,other,,Every %dd,pt-BR,A cada %dd,draft-translation,
stringsdict,recurrence.interval.compact,days,other,,Every %dd,ru,Каждые %dд,draft-translation,
stringsdict,recurrence.interval.compact,days,other,,Every %dd,es,Cada %dd,draft-translation,
stringsdict,recurrence.interval.compact,days,other,,Every %dd,sv,Var %dd,draft-translation,
stringsdict,recurrence.interval.compact,days,other,,Every %dd,zh-Hans,每 %d 天,draft-translation,
stringsdict,recurrence.interval.compact,days,other,,Every %dd,zh-Hant,每 %d 天,draft-translation,
stringsdict,recurrence.interval.compact,days,other,,Every %dd,tr,%dg,draft-translation,
stringsdict,recurrence.interval.compact,days,other,,Every %dd,uk,Кожні %dд,draft-translation,
stringsdict,recurrence.interval.compact,days,other,,Every %dd,vi,Mỗi %dn,draft-translation,
stringsdict,recurrence.interval.days,days,one,,Every %d day,en,Every %d day,english-source,
stringsdict,recurrence.interval.days,days,one,,Every %d day,ar,كل يوم,draft-translation,
stringsdict,recurrence.interval.days,days,one,,Every %d day,nl,Elke %d dag,draft-translation,
stringsdict,recurrence.interval.days,days,one,,Every %d day,fr,Tous les %d jour,draft-translation,
stringsdict,recurrence.interval.days,days,one,,Every %d day,de,Alle %d Tage,draft-translation,
stringsdict,recurrence.interval.days,days,one,,Every %d day,it,Ogni %d giorno,draft-translation,
stringsdict,recurrence.interval.days,days,one,,Every %d day,ja,%d 日ごと,draft-translation,
stringsdict,recurrence.interval.days,days,one,,Every %d day,ko,%d일마다,draft-translation,
stringsdict,recurrence.interval.days,days,one,,Every %d day,nb,Hver %d. dag,draft-translation,
stringsdict,recurrence.interval.days,days,one,,Every %d day,pt,A cada %d dia,draft-translation,
stringsdict,recurrence.interval.days,days,one,,Every %d day,pt-BR,A cada %d dia,draft-translation,
stringsdict,recurrence.interval.days,days,one,,Every %d day,ru,Каждый %d день,draft-translation,
stringsdict,recurrence.interval.days,days,one,,Every %d day,es,Cada %d día,draft-translation,
stringsdict,recurrence.interval.days,days,one,,Every %d day,sv,Var %d:e dag,draft-translation,
stringsdict,recurrence.interval.days,days,one,,Every %d day,zh-Hans,每 %d 天,draft-translation,
stringsdict,recurrence.interval.days,days,one,,Every %d day,zh-Hant,每 %d 天,draft-translation,
stringsdict,recurrence.interval.days,days,one,,Every %d day,tr,Her %d gün,draft-translation,
stringsdict,recurrence.interval.days,days,one,,Every %d day,uk,Кожні %d днів,draft-translation,
stringsdict,recurrence.interval.days,days,one,,Every %d day,vi,Mỗi %d ngày,draft-translation,
stringsdict,recurrence.interval.days,days,other,,Every %d days,en,Every %d days,english-source,
stringsdict,recurrence.interval.days,days,other,,Every %d days,ar,كل %d أيام,draft-translation,
stringsdict,recurrence.interval.days,days,other,,Every %d days,nl,Elke %d dagen,draft-translation,
stringsdict,recurrence.interval.days,days,other,,Every %d days,fr,Tous les %d jours,draft-translation,
stringsdict,recurrence.interval.days,days,other,,Every %d days,de,Alle %d Tage,draft-translation,
stringsdict,recurrence.interval.days,days,other,,Every %d days,it,Ogni %d giorni,draft-translation,
stringsdict,recurrence.interval.days,days,other,,Every %d days,ja,%d 日ごと,draft-translation,
stringsdict,recurrence.interval.days,days,other,,Every %d days,ko,%d일마다,draft-translation,
stringsdict,recurrence.interval.days,days,other,,Every %d days,nb,Hver %d. dag,draft-translation,
stringsdict,recurrence.interval.days,days,other,,Every %d days,pt,A cada %d dias,draft-translation,
stringsdict,recurrence.interval.days,days,other,,Every %d days,pt-BR,A cada %d dias,draft-translation,
stringsdict,recurrence.interval.days,days,other,,Every %d days,ru,Каждые %d дней,draft-translation,
stringsdict,recurrence.interval.days,days,other,,Every %d days,es,Cada %d días,draft-translation,
stringsdict,recurrence.interval.days,days,other,,Every %d days,sv,Var %d:e dag,draft-translation,
stringsdict,recurrence.interval.days,days,other,,Every %d days,zh-Hans,每 %d 天,draft-translation,
stringsdict,recurrence.interval.days,days,other,,Every %d days,zh-Hant,每 %d 天,draft-translation,
stringsdict,recurrence.interval.days,days,other,,Every %d days,tr,Her %d gün,draft-translation,
stringsdict,recurrence.interval.days,days,other,,Every %d days,uk,Кожні %d днів,draft-translation,
stringsdict,recurrence.interval.days,days,other,,Every %d days,vi,Mỗi %d ngày,draft-translation,
stringsdict,today.dashboard.career.records,records,one,,%d record,en,%d record,english-source,
stringsdict,today.dashboard.career.records,records,one,,%d record,ar,سجل واحد,draft-translation,
stringsdict,today.dashboard.career.records,records,one,,%d record,nl,%d record,english-placeholder,
stringsdict,today.dashboard.career.records,records,one,,%d record,fr,%d entrée,draft-translation,
stringsdict,today.dashboard.career.records,records,one,,%d record,de,%d Eintrag,draft-translation,
stringsdict,today.dashboard.career.records,records,one,,%d record,it,%d record,english-placeholder,
stringsdict,today.dashboard.career.records,records,one,,%d record,ja,%d 件の記録,draft-translation,
stringsdict,today.dashboard.career.records,records,one,,%d record,ko,기록 %d개,draft-translation,
stringsdict,today.dashboard.career.records,records,one,,%d record,nb,%d oppføring,draft-translation,
stringsdict,today.dashboard.career.records,records,one,,%d record,pt,%d registo,draft-translation,
stringsdict,today.dashboard.career.records,records,one,,%d record,pt-BR,%d registro,draft-translation,
stringsdict,today.dashboard.career.records,records,one,,%d record,ru,%d запись,draft-translation,
stringsdict,today.dashboard.career.records,records,one,,%d record,es,%d registro,draft-translation,
stringsdict,today.dashboard.career.records,records,one,,%d record,sv,%d post,draft-translation,
stringsdict,today.dashboard.career.records,records,one,,%d record,zh-Hans,%d 条记录,draft-translation,
stringsdict,today.dashboard.career.records,records,one,,%d record,zh-Hant,%d 條記錄,draft-translation,
stringsdict,today.dashboard.career.records,records,one,,%d record,tr,%d kayıt,draft-translation,
stringsdict,today.dashboard.career.records,records,one,,%d record,uk,%d запис,draft-translation,
stringsdict,today.dashboard.career.records,records,one,,%d record,vi,%d bản ghi,draft-translation,
stringsdict,today.dashboard.career.records,records,other,,%d records,en,%d records,english-source,
stringsdict,today.dashboard.career.records,records,other,,%d records,ar,%d سجلات,draft-translation,
stringsdict,today.dashboard.career.records,records,other,,%d records,nl,%d records,english-placeholder,
stringsdict,today.dashboard.career.records,records,other,,%d records,fr,%d entrées,draft-translation,
stringsdict,today.dashboard.career.records,records,other,,%d records,de,%d Einträge,draft-translation,
stringsdict,today.dashboard.career.records,records,other,,%d records,it,%d record,draft-translation,
stringsdict,today.dashboard.career.records,records,other,,%d records,ja,%d 件の記録,draft-translation,
stringsdict,today.dashboard.career.records,records,other,,%d records,ko,기록 %d개,draft-translation,
stringsdict,today.dashboard.career.records,records,other,,%d records,nb,%d oppføringer,draft-translation,
stringsdict,today.dashboard.career.records,records,other,,%d records,pt,%d registos,draft-translation,
stringsdict,today.dashboard.career.records,records,other,,%d records,pt-BR,%d registros,draft-translation,
stringsdict,today.dashboard.career.records,records,other,,%d records,ru,%d записей,draft-translation,
stringsdict,today.dashboard.career.records,records,other,,%d records,es,%d registros,draft-translation,
stringsdict,today.dashboard.career.records,records,other,,%d records,sv,%d poster,draft-translation,
stringsdict,today.dashboard.career.records,records,other,,%d records,zh-Hans,%d 条记录,draft-translation,
stringsdict,today.dashboard.career.records,records,other,,%d records,zh-Hant,%d 條記錄,draft-translation,
stringsdict,today.dashboard.career.records,records,other,,%d records,tr,%d kayıt,draft-translation,
stringsdict,today.dashboard.career.records,records,other,,%d records,uk,%d записів,draft-translation,
stringsdict,today.dashboard.career.records,records,other,,%d records,vi,%d bản ghi,draft-translation,
stringsdict,today.dashboard.home.summary,done,one,,%d done,en,%d done,english-source,
stringsdict,today.dashboard.home.summary,done,one,,%d done,ar,اكتمل واحد,draft-translation,
stringsdict,today.dashboard.home.summary,done,one,,%d done,nl,%d klaar,draft-translation,
stringsdict,today.dashboard.home.summary,done,one,,%d done,fr,%d terminé,draft-translation,
stringsdict,today.dashboard.home.summary,done,one,,%d done,de,%d erledigt,draft-translation,
stringsdict,today.dashboard.home.summary,done,one,,%d done,it,%d fatto,draft-translation,
stringsdict,today.dashboard.home.summary,done,one,,%d done,ja,%d 完了,draft-translation,
stringsdict,today.dashboard.home.summary,done,one,,%d done,ko,%d 완료,draft-translation,
stringsdict,today.dashboard.home.summary,done,one,,%d done,nb,%d ferdig,draft-translation,
stringsdict,today.dashboard.home.summary,done,one,,%d done,pt,%d concluído,draft-translation,
stringsdict,today.dashboard.home.summary,done,one,,%d done,pt-BR,%d concluído,draft-translation,
stringsdict,today.dashboard.home.summary,done,one,,%d done,ru,%d выполнено,draft-translation,
stringsdict,today.dashboard.home.summary,done,one,,%d done,es,%d hecho,draft-translation,
stringsdict,today.dashboard.home.summary,done,one,,%d done,sv,%d klar,draft-translation,
stringsdict,today.dashboard.home.summary,done,one,,%d done,zh-Hans,%d 完成,draft-translation,
stringsdict,today.dashboard.home.summary,done,one,,%d done,zh-Hant,%d 完成,draft-translation,
